#CatId,GameItemId,ItemId,ItemName,ItemType,PriceValue,PriceUnit,Quantity,GiftQuantity,PayCurrency,PaymentPoint,AcceptQuantity,SupportOS,SupportChannel,
MatchNote,casual.card.zhajinhua.notes.10,casual_card_zhajinhua_notes_120,120张参赛券,货币,10,￥,120,0,money,property_shop,1,android|ios_huangguan|android_hg_ysz|android_hg|android_hg_aaa,*,
KickCard,casual.card.zhajinhua.kickcard.02,casual_card_zhajinhua_kickcard_02,2张踢人卡,货币,2,￥,2,0,money,property_shop,1,android|android_hg_ysz|android_hg|android_hg_aaa,*,
KickCard,casual.card.zhajinhua.kickcard.10,casual_card_zhajinhua_kickcard_10,10张踢人卡,货币,10,￥,12,0,money,property_shop,1,android|android_hg_ysz|android_hg|android_hg_aaa,*,
Golds,casual.card.zhajinhua.golds.202,casual_card_zhajinhua_golds_105k,100000金币,货币,10,￥,100000,5000,money,shop,-1,android_lite|android_zhenren|ios_zhenren|android_zhr_ysz,*,
Golds,casual.card.zhajinhua.golds.203,casual_card_zhajinhua_golds_350k,300000金币,货币,30,￥,300000,50000,money,shop,-1,android_lite|android_zhenren|ios_zhenren|android_zhr_ysz,*,
Golds,casual.card.zhajinhua.golds.204,casual_card_zhajinhua_golds_635k,500000金币,货币,50,￥,500000,135000,money,shop,-1,android_lite|android_zhenren|ios_zhenren|android_zhr_ysz,*,
Golds,casual.card.zhajinhua.golds.205,casual_card_zhajinhua_golds_1555k,1000000金币,货币,100,￥,1000000,555000,money,shop,-1,android_lite|android_zhenren|ios_zhenren|android_zhr_ysz,*,
Golds,casual.card.zhajinhua.golds.206,casual_card_zhajinhua_golds_8000k,3000000金币,货币,300,￥,3000000,5000000,money,shop,-1,android_lite|android_zhenren|ios_zhenren|android_zhr_ysz,*,
Diamonds,casual.card.zhajinhua.diamonds.204,casual_card_zhajinhua_diamonds_4,4颗钻石,货币,2,￥,4,0,money,change_card|property_shop,1,android_lite|android_zhenren|ios_zhenren|android_zhr_ysz,*,
Diamonds,casual.card.zhajinhua.diamonds.220,casual_card_zhajinhua_diamonds_20,20颗钻石,货币,10,￥,20,0,money,change_card|property_shop,1,android_lite|android_zhenren|ios_zhenren|android_zhr_ysz,*,
Diamonds,casual.card.zhajinhua.diamonds.260,casual_card_zhajinhua_diamonds_60,60颗钻石,货币,30,￥,60,0,money,change_card|property_shop,1,android_lite|android_zhenren|ios_zhenren|android_zhr_ysz,*,
Horn,casual.card.zhajinhua.horn.250,casual_card_zhajinhua_horn_50,小喇叭x50,货币,10,￥,50,0,money,property_shop,1,android_lite|android_zhenren|ios_zhenren|android_zhr_ysz,*,
MatchNote,casual.card.zhajinhua.notes.202,casual_card_zhajinhua_notes_20,20张参赛券,货币,2,￥,20,0,money,property_shop,1,android_zhenren|ios_zhenren|android_zhr_ysz,*,
MatchNote,casual.card.zhajinhua.notes.210,casual_card_zhajinhua_notes_120,120张参赛券,货币,10,￥,120,0,money,property_shop,1,android_zhenren|ios_zhenren|android_zhr_ysz,*,
KickCard,casual.card.zhajinhua.kickcard.202,casual_card_zhajinhua_kickcard_02,2张踢人卡,货币,2,￥,2,0,money,property_shop,1,android_zhenren|android_zhr_ysz,*,
KickCard,casual.card.zhajinhua.kickcard.210,casual_card_zhajinhua_kickcard_10,10张踢人卡,货币,10,￥,12,0,money,property_shop,1,android_zhenren|android_zhr_ysz,*,
Golds,casual.card.zhajinhua.golds.302,casual_card_zhajinhua_golds_105k,100000金币,货币,10,￥,100000,5000,money,shop,-1,android_meinv|ios_meinv,*,
Golds,casual.card.zhajinhua.golds.303,casual_card_zhajinhua_golds_350k,300000金币,货币,30,￥,300000,50000,money,shop,-1,android_meinv|ios_meinv,*,
Golds,casual.card.zhajinhua.golds.304,casual_card_zhajinhua_golds_635k,500000金币,货币,50,￥,500000,135000,money,shop,-1,android_meinv|ios_meinv,*,
Golds,casual.card.zhajinhua.golds.305,casual_card_zhajinhua_golds_1555k,1000000金币,货币,100,￥,1000000,555000,money,shop,-1,android_meinv|ios_meinv,*,
Golds,casual.card.zhajinhua.golds.306,casual_card_zhajinhua_golds_8000k,3000000金币,货币,300,￥,3000000,5000000,money,shop,-1,android_meinv|ios_meinv,*,
Diamonds,casual.card.zhajinhua.diamonds.304,casual_card_zhajinhua_diamonds_4,4颗钻石,货币,2,￥,4,0,money,change_card|property_shop,1,android_meinv|ios_meinv,*,
Diamonds,casual.card.zhajinhua.diamonds.320,casual_card_zhajinhua_diamonds_20,20颗钻石,货币,10,￥,20,0,money,change_card|property_shop,1,android_meinv|ios_meinv,*,
Diamonds,casual.card.zhajinhua.diamonds.360,casual_card_zhajinhua_diamonds_60,60颗钻石,货币,30,￥,60,0,money,change_card|property_shop,1,android_meinv|ios_meinv,*,
Horn,casual.card.zhajinhua.horn.350,casual_card_zhajinhua_horn_50,小喇叭x50,货币,10,￥,50,0,money,property_shop,1,android_meinv|ios_meinv,*,
MatchNote,casual.card.zhajinhua.notes.302,casual_card_zhajinhua_notes_20,20张参赛券,货币,2,￥,20,0,money,property_shop,1,android_meinv|ios_meinv,*,
MatchNote,casual.card.zhajinhua.notes.310,casual_card_zhajinhua_notes_120,120张参赛券,货币,10,￥,120,0,money,property_shop,1,android_meinv|ios_meinv,*,
Golds,casual.card.zhajinhua.golds.402,casual_card_zhajinhua_golds_105k,100000金币,货币,10,￥,100000,5000,money,shop,-1,android_tian,*,
Golds,casual.card.zhajinhua.golds.403,casual_card_zhajinhua_golds_350k,300000金币,货币,30,￥,300000,50000,money,shop,-1,android_tian,*,
Golds,casual.card.zhajinhua.golds.404,casual_card_zhajinhua_golds_635k,500000金币,货币,50,￥,500000,135000,money,shop,-1,android_tian,*,
Golds,casual.card.zhajinhua.golds.405,casual_card_zhajinhua_golds_1555k,1000000金币,货币,100,￥,1000000,555000,money,shop,-1,android_tian,*,
Golds,casual.card.zhajinhua.golds.406,casual_card_zhajinhua_golds_8000k,3000000金币,货币,300,￥,3000000,5000000,money,shop,-1,android_tian,*,
Diamonds,casual.card.zhajinhua.diamonds.404,casual_card_zhajinhua_diamonds_4,4颗钻石,货币,2,￥,4,0,money,change_card|property_shop,1,android_tian,*,
Diamonds,casual.card.zhajinhua.diamonds.420,casual_card_zhajinhua_diamonds_20,20颗钻石,货币,10,￥,20,0,money,change_card|property_shop,1,android_tian,*,
Diamonds,casual.card.zhajinhua.diamonds.460,casual_card_zhajinhua_diamonds_60,60颗钻石,货币,30,￥,60,0,money,change_card|property_shop,1,android_tian,*,
Horn,casual.card.zhajinhua.horn.450,casual_card_zhajinhua_horn_50,小喇叭x50,货币,10,￥,50,0,money,property_shop,1,android_tian,*,
Golds,casual.card.zhajinhua.golds.502,casual_card_zhajinhua_golds_105k,100000金币,货币,10,￥,100000,5000,money,shop,-1,android_tiantian|ios_tiantian,*,
Golds,casual.card.zhajinhua.golds.503,casual_card_zhajinhua_golds_350k,300000金币,货币,30,￥,300000,50000,money,shop,-1,android_tiantian|ios_tiantian,*,
Golds,casual.card.zhajinhua.golds.504,casual_card_zhajinhua_golds_635k,500000金币,货币,50,￥,500000,135000,money,shop,-1,android_tiantian|ios_tiantian,*,
Golds,casual.card.zhajinhua.golds.505,casual_card_zhajinhua_golds_1555k,1000000金币,货币,100,￥,1000000,555000,money,shop,-1,android_tiantian|ios_tiantian,*,
Golds,casual.card.zhajinhua.golds.506,casual_card_zhajinhua_golds_8000k,3000000金币,货币,300,￥,3000000,5000000,money,shop,-1,android_tiantian|ios_tiantian,*,
Diamonds,casual.card.zhajinhua.diamonds.504,casual_card_zhajinhua_diamonds_4,4颗钻石,货币,2,￥,4,0,money,change_card|property_shop,1,android_tiantian|ios_tiantian,*,
Diamonds,casual.card.zhajinhua.diamonds.520,casual_card_zhajinhua_diamonds_20,20颗钻石,货币,10,￥,20,0,money,change_card|property_shop,1,android_tiantian|ios_tiantian,*,
Diamonds,casual.card.zhajinhua.diamonds.560,casual_card_zhajinhua_diamonds_60,60颗钻石,货币,30,￥,60,0,money,change_card|property_shop,1,android_tiantian|ios_tiantian,*,
Horn,casual.card.zhajinhua.horn.550,casual_card_zhajinhua_horn_50,小喇叭x50,货币,10,￥,50,0,money,property_shop,1,android_tiantian|ios_tiantian,*,
MatchNote,casual.card.zhajinhua.notes.502,casual_card_zhajinhua_notes_20,20张参赛券,货币,2,￥,20,0,money,property_shop,1,android_tiantian|ios_tiantian,*,
MatchNote,casual.card.zhajinhua.notes.510,casual_card_zhajinhua_notes_120,120张参赛券,货币,10,￥,120,0,money,property_shop,1,android_tiantian|ios_tiantian,*,
