#CatId,GameItemId,ItemId,ItemName,ItemType,PriceValue,PriceUnit,Quantity,GiftQuantity,PayCurrency,PaymentPoint,AcceptQuantity,SupportOS,SupportChannel,
Diamonds,casual.card.zhajinhua.diamonds.60,906691843320131208222559663700|86006826|9066918433|131208018247|906691843320131208222559663700006,60颗钻石,货币,30,￥,60,0,money,change_card|property_shop,1,android|ios_huangguan|android_hg|android_hg_ysz,*,
Horn,casual.card.zhajinhua.horn.50,906691843320131208222559663700|86006826|9066918433|131208018248|906691843320131208222559663700007,50个小喇叭,货币,10,￥,50,0,money,property_shop,1,android|ios_huangguan|android_hg|android_hg_ysz,*,
MatchNote,casual.card.zhajinhua.notes.02,906691843320131208222559663700|86006826|9066918433|131208018249|906691843320131208222559663700008,20张参赛券,货币,2,￥,20,0,money,property_shop,1,android|ios_huangguan|android_hg|android_hg_ysz,*,
MatchNote,casual.card.zhajinhua.notes.10,906691843320131208222559663700|86006826|9066918433|131208018250|906691843320131208222559663700009,120张参赛券,货币,10,￥,120,0,money,property_shop,1,android|ios_huangguan|android_hg|android_hg_ysz,*,
LittlePay,casual.card.zhajinhua.gifts.10,906691843320131208222559663700|86006826|9066918433|131223019781|906691843320131208222559663700010,超值礼包,货币,0.1,￥,30000,0,money,super_shop,1,android|ios_huangguan|android_hg|android_hg_ysz,*,3:10
KickCard,casual.card.zhajinhua.kickcard.02,906691843320131208222559663700|86006826|9066918433|140101020846|906691843320131208222559663700011,2张踢人卡,货币,2,￥,2,0,money,property_shop,1,android_hg|android_hg_ysz,*,
KickCard,casual.card.zhajinhua.kickcard.10,906691843320131208222559663700|86006826|9066918433|140101020847|906691843320131208222559663700012,10张踢人卡,货币,10,￥,12,0,money,property_shop,1,android_hg|android_hg_ysz,*,
Golds,casual.card.zhajinhua.golds.201,906691843320131208222559663700|86006826|9066918433|131208018242|906691843320131208222559663700001,2万金币,货币,2,￥,20000,0,money,shop,-1,android_zhenren,*,
Golds,casual.card.zhajinhua.golds.202,906691843320131208222559663700|86006826|9066918433|131208018243|906691843320131208222559663700002,10万金币,货币,10,￥,100000,5000,money,shop,-1,android_zhenren,*,
Golds,casual.card.zhajinhua.golds.203,906691843320131208222559663700|86006826|9066918433|131208018244|906691843320131208222559663700003,30万金币,货币,30,￥,300000,50000,money,shop,-1,android_zhenren,*,
Diamonds,casual.card.zhajinhua.diamonds.204,906691843320131208222559663700|86006826|9066918433|131208018245|906691843320131208222559663700004,4颗钻石,货币,2,￥,4,0,money,change_card|property_shop,1,android_zhenren,*,
Diamonds,casual.card.zhajinhua.diamonds.220,906691843320131208222559663700|86006826|9066918433|131208018246|906691843320131208222559663700005,20颗钻石,货币,10,￥,20,0,money,change_card|property_shop,1,android_zhenren,*,
Diamonds,casual.card.zhajinhua.diamonds.260,906691843320131208222559663700|86006826|9066918433|131208018247|906691843320131208222559663700006,60颗钻石,货币,30,￥,60,0,money,change_card|property_shop,1,android_zhenren,*,
Horn,casual.card.zhajinhua.horn.250,906691843320131208222559663700|86006826|9066918433|131208018248|906691843320131208222559663700007,50个小喇叭,货币,10,￥,50,0,money,property_shop,1,android_zhenren,*,
MatchNote,casual.card.zhajinhua.notes.202,906691843320131208222559663700|86006826|9066918433|131208018249|906691843320131208222559663700008,20张参赛券,货币,2,￥,20,0,money,property_shop,1,android_zhenren,*,
MatchNote,casual.card.zhajinhua.notes.210,906691843320131208222559663700|86006826|9066918433|131208018250|906691843320131208222559663700009,120张参赛券,货币,10,￥,120,0,money,property_shop,1,android_zhenren,*,
LittlePay,casual.card.zhajinhua.gifts.210,906691843320131208222559663700|86006826|9066918433|131223019781|906691843320131208222559663700010,超值礼包,货币,0.1,￥,30000,0,money,super_shop,1,android_zhenren,*,3:10
Golds,casual.card.zhajinhua.golds.201,906691843320131208223641663800|86006826|9066918433|131208018251|906691843320131208223641663800001,2万金币,货币,2,￥,20000,0,money,shop,-1,android_zhr_ysz,*,
Golds,casual.card.zhajinhua.golds.202,906691843320131208223641663800|86006826|9066918433|131208018252|906691843320131208223641663800002,10万金币,货币,10,￥,100000,5000,money,shop,-1,android_zhr_ysz,*,
Golds,casual.card.zhajinhua.golds.203,906691843320131208223641663800|86006826|9066918433|131208018253|906691843320131208223641663800003,30万金币,货币,30,￥,300000,50000,money,shop,-1,android_zhr_ysz,*,
Diamonds,casual.card.zhajinhua.diamonds.204,906691843320131208223641663800|86006826|9066918433|131208018254|906691843320131208223641663800004,4颗钻石,货币,2,￥,4,0,money,change_card|property_shop,1,android_zhr_ysz,*,
Diamonds,casual.card.zhajinhua.diamonds.220,906691843320131208223641663800|86006826|9066918433|131208018255|906691843320131208223641663800005,20颗钻石,货币,10,￥,20,0,money,change_card|property_shop,1,android_zhr_ysz,*,
Diamonds,casual.card.zhajinhua.diamonds.260,906691843320131208223641663800|86006826|9066918433|131208018256|906691843320131208223641663800006,60颗钻石,货币,30,￥,60,0,money,change_card|property_shop,1,android_zhr_ysz,*,
Horn,casual.card.zhajinhua.horn.250,906691843320131208223641663800|86006826|9066918433|131208018268|906691843320131208223641663800009,50个小喇叭,货币,10,￥,50,0,money,property_shop,1,android_zhr_ysz,*,
MatchNote,casual.card.zhajinhua.notes.202,906691843320131208223641663800|86006826|9066918433|131208018257|906691843320131208223641663800007,20张参赛券,货币,2,￥,20,0,money,property_shop,1,android_zhr_ysz,*,
MatchNote,casual.card.zhajinhua.notes.210,906691843320131208223641663800|86006826|9066918433|131208018258|906691843320131208223641663800008,120张参赛券,货币,10,￥,120,0,money,property_shop,1,android_zhr_ysz,*,
Golds,casual.card.zhajinhua.golds.301,906691843320131208222559663700|86006826|9066918433|131208018242|906691843320131208222559663700001,2万金币,货币,2,￥,20000,0,money,shop,-1,android_meinv,*,
Golds,casual.card.zhajinhua.golds.302,906691843320131208222559663700|86006826|9066918433|131208018243|906691843320131208222559663700002,10万金币,货币,10,￥,100000,5000,money,shop,-1,android_meinv,*,
Golds,casual.card.zhajinhua.golds.303,906691843320131208222559663700|86006826|9066918433|131208018244|906691843320131208222559663700003,30万金币,货币,30,￥,300000,50000,money,shop,-1,android_meinv,*,
Diamonds,casual.card.zhajinhua.diamonds.304,906691843320131208222559663700|86006826|9066918433|131208018245|906691843320131208222559663700004,4颗钻石,货币,2,￥,4,0,money,change_card|property_shop,1,android_meinv,*,
Diamonds,casual.card.zhajinhua.diamonds.320,906691843320131208222559663700|86006826|9066918433|131208018246|906691843320131208222559663700005,20颗钻石,货币,10,￥,20,0,money,change_card|property_shop,1,android_meinv,*,
Diamonds,casual.card.zhajinhua.diamonds.360,906691843320131208222559663700|86006826|9066918433|131208018247|906691843320131208222559663700006,60颗钻石,货币,30,￥,60,0,money,change_card|property_shop,1,android_meinv,*,
Horn,casual.card.zhajinhua.horn.350,906691843320131208222559663700|86006826|9066918433|131208018248|906691843320131208222559663700007,50个小喇叭,货币,10,￥,50,0,money,property_shop,1,android_meinv,*,
MatchNote,casual.card.zhajinhua.notes.302,906691843320131208222559663700|86006826|9066918433|131208018249|906691843320131208222559663700008,20张参赛券,货币,2,￥,20,0,money,property_shop,1,android_meinv,*,
MatchNote,casual.card.zhajinhua.notes.310,906691843320131208222559663700|86006826|9066918433|131208018250|906691843320131208222559663700009,120张参赛券,货币,10,￥,120,0,money,property_shop,1,android_meinv,*,
LittlePay,casual.card.zhajinhua.gifts.310,906691843320131208222559663700|86006826|9066918433|131223019781|906691843320131208222559663700010,超值礼包,货币,0.1,￥,30000,0,money,super_shop,1,android_meinv,*,3:10
Golds,casual.card.zhajinhua.golds.501,906691843320131208222559663700|86006826|9066918433|131208018242|906691843320131208222559663700001,2万金币,货币,2,￥,20000,0,money,shop,-1,android_tiantian,*,
Golds,casual.card.zhajinhua.golds.502,906691843320131208222559663700|86006826|9066918433|131208018243|906691843320131208222559663700002,10万金币,货币,10,￥,100000,5000,money,shop,-1,android_tiantian,*,
Golds,casual.card.zhajinhua.golds.503,906691843320131208222559663700|86006826|9066918433|131208018244|906691843320131208222559663700003,30万金币,货币,30,￥,300000,50000,money,shop,-1,android_tiantian,*,
Diamonds,casual.card.zhajinhua.diamonds.504,906691843320131208222559663700|86006826|9066918433|131208018245|906691843320131208222559663700004,4颗钻石,货币,2,￥,4,0,money,change_card|property_shop,1,android_tiantian,*,
Diamonds,casual.card.zhajinhua.diamonds.520,906691843320131208222559663700|86006826|9066918433|131208018246|906691843320131208222559663700005,20颗钻石,货币,10,￥,20,0,money,change_card|property_shop,1,android_tiantian,*,
Diamonds,casual.card.zhajinhua.diamonds.560,906691843320131208222559663700|86006826|9066918433|131208018247|906691843320131208222559663700006,60颗钻石,货币,30,￥,60,0,money,change_card|property_shop,1,android_tiantian,*,
Horn,casual.card.zhajinhua.horn.550,906691843320131208222559663700|86006826|9066918433|131208018248|906691843320131208222559663700007,50个小喇叭,货币,10,￥,50,0,money,property_shop,1,ndroid_tiantian,*,
MatchNote,casual.card.zhajinhua.notes.502,906691843320131208222559663700|86006826|9066918433|131208018249|906691843320131208222559663700008,20张参赛券,货币,2,￥,20,0,money,property_shop,1,android_tiantian,*,
MatchNote,casual.card.zhajinhua.notes.510,906691843320131208222559663700|86006826|9066918433|131208018250|906691843320131208222559663700009,120张参赛券,货币,10,￥,120,0,money,property_shop,1,android_tiantian,*,
LittlePay,casual.card.zhajinhua.gifts.510,906691843320131208222559663700|86006826|9066918433|131223019781|906691843320131208222559663700010,超值礼包,货币,0.1,￥,30000,0,money,super_shop,1,android_tiantian,*,3:10
