#CatId,GameItemId,ItemId,ItemName,ItemType,PriceValue,PriceUnit,Quantity,GiftQuantity,PayCurrency,PaymentPoint,AcceptQuantity,SupportOS,SupportChannel,
Golds,casual.card.zhajinhua.golds.11,E10B99C4F50FC9A8E040007F01001EAD|971935|E7920942DCC50841E040640A041E5FC6,20000金币,货币,2,￥,20000,0,money,shop,-1,android_hg_ysz,*,
Golds,casual.card.zhajinhua.golds.01,E10B99C4F50FC9A8E040007F01001EAD|971935|E7920942DCC60841E040640A041E5FC6,100000金币,货币,10,￥,100000,5000,money,shop,-1,android_hg_ysz,*,
Diamonds,casual.card.zhajinhua.diamonds.4,E10B99C4F50FC9A8E040007F01001EAD|971935|E7920942DCC50841E040640A041E5FC6,4颗钻石,货币,2,￥,4,0,money,change_card|property_shop,1,android_hg_ysz,*,
Diamonds,casual.card.zhajinhua.diamonds.20,E10B99C4F50FC9A8E040007F01001EAD|971935|E7920942DCC60841E040640A041E5FC6,20颗钻石,货币,10,￥,20,0,money,change_card|property_shop,1,android_hg_ysz,*,
Horn,casual.card.zhajinhua.horn.50,E10B99C4F50FC9A8E040007F01001EAD|971935|E7920942DCC60841E040640A041E5FC6,小喇叭x50,货币,10,￥,50,0,money,property_shop,1,android_hg_ysz,*,
MatchNote,casual.card.zhajinhua.notes.02,E10B99C4F50FC9A8E040007F01001EAD|971935|E7920942DCC50841E040640A041E5FC6,20张参赛券,货币,2,￥,20,0,money,property_shop,1,android_hg_ysz,*,
MatchNote,casual.card.zhajinhua.notes.10,E10B99C4F50FC9A8E040007F01001EAD|971935|E7920942DCC60841E040640A041E5FC6,120张参赛券,货币,10,￥,120,0,money,property_shop,1,android_hg_ysz,*,
KickCard,casual.card.zhajinhua.kickcard.02,E10B99C4F50FC9A8E040007F01001EAD|971935|E7920942DCC50841E040640A041E5FC6,2张踢人卡,货币,2,￥,2,0,money,property_shop,1,android_hg_ysz,*,
KickCard,casual.card.zhajinhua.kickcard.10,E10B99C4F50FC9A8E040007F01001EAD|971935|E7920942DCC60841E040640A041E5FC6,10张踢人卡,货币,10,￥,12,0,money,property_shop,1,android_hg_ysz,*,
Golds,casual.card.zhajinhua.golds.11,E10B99C4F50FC9A8E040007F01001EAD|971935|E7920942DCC50841E040640A041E5FC6,20000金币,货币,2,￥,20000,0,money,shop,-1,android_hg,*,
Golds,casual.card.zhajinhua.golds.01,E10B99C4F50FC9A8E040007F01001EAD|971935|E7920942DCC60841E040640A041E5FC6,100000金币,货币,10,￥,100000,5000,money,shop,-1,android_hg,*,
Diamonds,casual.card.zhajinhua.diamonds.4,E10B99C4F50FC9A8E040007F01001EAD|971935|E7920942DCC50841E040640A041E5FC6,4颗钻石,货币,2,￥,4,0,money,change_card|property_shop,1,android_hg,*,
Diamonds,casual.card.zhajinhua.diamonds.20,E10B99C4F50FC9A8E040007F01001EAD|971935|E7920942DCC60841E040640A041E5FC6,20颗钻石,货币,10,￥,20,0,money,change_card|property_shop,1,android_hg,*,
Horn,casual.card.zhajinhua.horn.50,E10B99C4F50FC9A8E040007F01001EAD|971935|E7920942DCC60841E040640A041E5FC6,小喇叭x50,货币,10,￥,50,0,money,property_shop,1,android_hg,*,
MatchNote,casual.card.zhajinhua.notes.02,E10B99C4F50FC9A8E040007F01001EAD|971935|E7920942DCC50841E040640A041E5FC6,20张参赛券,货币,2,￥,20,0,money,property_shop,1,android_hg,*,
MatchNote,casual.card.zhajinhua.notes.10,E10B99C4F50FC9A8E040007F01001EAD|971935|E7920942DCC60841E040640A041E5FC6,120张参赛券,货币,10,￥,120,0,money,property_shop,1,android_hg,*,
KickCard,casual.card.zhajinhua.kickcard.02,E10B99C4F50FC9A8E040007F01001EAD|971935|E7920942DCC50841E040640A041E5FC6,2张踢人卡,货币,2,￥,2,0,money,property_shop,1,android_hg,*,
KickCard,casual.card.zhajinhua.kickcard.10,E10B99C4F50FC9A8E040007F01001EAD|971935|E7920942DCC60841E040640A041E5FC6,10张踢人卡,货币,10,￥,12,0,money,property_shop,1,android_hg,*,
Golds,casual.card.zhajinhua.golds.201,DBB8432C9924334AE040007F0100533A|819919|E009ED8D606DCDF9E040640A041E43A4,20000金币,货币,2,￥,20000,0,money,shop,-1,android_lite,*,
Golds,casual.card.zhajinhua.golds.202,DBB8432C9924334AE040007F0100533A|819919|E009ED8D606ECDF9E040640A041E43A4,100000金币,货币,10,￥,100000,5000,money,shop,-1,android_lite,*,
Diamonds,casual.card.zhajinhua.diamonds.204,DBB8432C9924334AE040007F0100533A|819919|E009ED8D606BCDF9E040640A041E43A4,4颗钻石,货币,2,￥,4,0,money,change_card|property_shop,1,android_lite,*,
Diamonds,casual.card.zhajinhua.diamonds.220,DBB8432C9924334AE040007F0100533A|819919|E009ED8D606CCDF9E040640A041E43A4,20颗钻石,货币,10,￥,20,0,money,change_card|property_shop,1,android_lite,*,
Horn,casual.card.zhajinhua.horn.250,DBB8432C9924334AE040007F0100533A|819919|E009ED8D606FCDF9E040640A041E43A4,小喇叭x50,货币,10,￥,50,0,money,property_shop,1,android_lite,*,
Golds,casual.card.zhajinhua.golds.301,E10B99C4F50FC9A8E040007F01001EAD|971935|E7920942DCC50841E040640A041E5FC6,20000金币,货币,2,￥,20000,0,money,shop,-1,android_meinv,*,
Golds,casual.card.zhajinhua.golds.302,E10B99C4F50FC9A8E040007F01001EAD|971935|E7920942DCC60841E040640A041E5FC6,100000金币,货币,10,￥,100000,5000,money,shop,-1,android_meinv,*,
Diamonds,casual.card.zhajinhua.diamonds.304,E10B99C4F50FC9A8E040007F01001EAD|971935|E7920942DCC50841E040640A041E5FC6,4颗钻石,货币,2,￥,4,0,money,change_card|property_shop,1,android_meinv,*,
Diamonds,casual.card.zhajinhua.diamonds.320,E10B99C4F50FC9A8E040007F01001EAD|971935|E7920942DCC60841E040640A041E5FC6,20颗钻石,货币,10,￥,20,0,money,change_card|property_shop,1,android_meinv,*,
Horn,casual.card.zhajinhua.horn.350,E10B99C4F50FC9A8E040007F01001EAD|971935|E7920942DCC60841E040640A041E5FC6,小喇叭x50,货币,10,￥,50,0,money,property_shop,1,android_meinv,*,
MatchNote,casual.card.zhajinhua.notes.302,E10B99C4F50FC9A8E040007F01001EAD|971935|E7920942DCC50841E040640A041E5FC6,20张参赛券,货币,2,￥,20,0,money,property_shop,1,android_meinv,*,
MatchNote,casual.card.zhajinhua.notes.310,E10B99C4F50FC9A8E040007F01001EAD|971935|E7920942DCC60841E040640A041E5FC6,120张参赛券,货币,10,￥,120,0,money,property_shop,1,android_meinv,*,
Golds,casual.card.zhajinhua.golds.201,E10B99C4F50FC9A8E040007F01001EAD|971935|E7920942DCC50841E040640A041E5FC6,20000金币,货币,2,￥,20000,0,money,shop,-1,android_zhenren,*,
Golds,casual.card.zhajinhua.golds.202,E10B99C4F50FC9A8E040007F01001EAD|971935|E7920942DCC60841E040640A041E5FC6,100000金币,货币,10,￥,100000,5000,money,shop,-1,android_zhenren,*,
Diamonds,casual.card.zhajinhua.diamonds.204,E10B99C4F50FC9A8E040007F01001EAD|971935|E7920942DCC50841E040640A041E5FC6,4颗钻石,货币,2,￥,4,0,money,change_card|property_shop,1,android_zhenren,*,
Diamonds,casual.card.zhajinhua.diamonds.220,E10B99C4F50FC9A8E040007F01001EAD|971935|E7920942DCC60841E040640A041E5FC6,20颗钻石,货币,10,￥,20,0,money,change_card|property_shop,1,android_zhenren,*,
Horn,casual.card.zhajinhua.horn.250,E10B99C4F50FC9A8E040007F01001EAD|971935|E7920942DCC60841E040640A041E5FC6,小喇叭x50,货币,10,￥,50,0,money,property_shop,1,android_zhenren,*,
MatchNote,casual.card.zhajinhua.notes.202,E10B99C4F50FC9A8E040007F01001EAD|971935|E7920942DCC50841E040640A041E5FC6,20张参赛券,货币,2,￥,20,0,money,property_shop,1,android_zhenren,*,
MatchNote,casual.card.zhajinhua.notes.210,E10B99C4F50FC9A8E040007F01001EAD|971935|E7920942DCC60841E040640A041E5FC6,120张参赛券,货币,10,￥,120,0,money,property_shop,1,android_zhenren,*,
KickCard,casual.card.zhajinhua.kickcard.202,E10B99C4F50FC9A8E040007F01001EAD|971935|E7920942DCC50841E040640A041E5FC6,2张踢人卡,货币,2,￥,2,0,money,property_shop,1,android_zhenren,*,
KickCard,casual.card.zhajinhua.kickcard.210,E10B99C4F50FC9A8E040007F01001EAD|971935|E7920942DCC60841E040640A041E5FC6,10张踢人卡,货币,10,￥,12,0,money,property_shop,1,android_zhenren,*,
Golds,casual.card.zhajinhua.golds.201,E10B99C4F50FC9A8E040007F01001EAD|1009273|E7920942DCC50841E040640A041E5FC6,20000金币,货币,2,￥,20000,0,money,shop,-1,android_zhr_ysz,*,
Golds,casual.card.zhajinhua.golds.202,E10B99C4F50FC9A8E040007F01001EAD|1009273|E7920942DCC60841E040640A041E5FC6,100000金币,货币,10,￥,100000,5000,money,shop,-1,android_zhr_ysz,*,
Diamonds,casual.card.zhajinhua.diamonds.204,E10B99C4F50FC9A8E040007F01001EAD|1009273|E7920942DCC50841E040640A041E5FC6,4颗钻石,货币,2,￥,4,0,money,change_card|property_shop,1,android_zhr_ysz,*,
Diamonds,casual.card.zhajinhua.diamonds.220,E10B99C4F50FC9A8E040007F01001EAD|1009273|E7920942DCC60841E040640A041E5FC6,20颗钻石,货币,10,￥,20,0,money,change_card|property_shop,1,android_zhr_ysz,*,
Horn,casual.card.zhajinhua.horn.250,E10B99C4F50FC9A8E040007F01001EAD|1009273|E7920942DCC60841E040640A041E5FC6,小喇叭x50,货币,10,￥,50,0,money,property_shop,1,android_zhr_ysz,*,
MatchNote,casual.card.zhajinhua.notes.202,E10B99C4F50FC9A8E040007F01001EAD|1009273|E7920942DCC50841E040640A041E5FC6,20张参赛券,货币,2,￥,20,0,money,property_shop,1,android_zhr_ysz,*,
MatchNote,casual.card.zhajinhua.notes.210,E10B99C4F50FC9A8E040007F01001EAD|1009273|E7920942DCC60841E040640A041E5FC6,120张参赛券,货币,10,￥,120,0,money,property_shop,1,android_zhr_ysz,*,
KickCard,casual.card.zhajinhua.kickcard.202,E10B99C4F50FC9A8E040007F01001EAD|1009273|E7920942DCC50841E040640A041E5FC6,2张踢人卡,货币,2,￥,2,0,money,property_shop,1,android_zhr_ysz,*,
KickCard,casual.card.zhajinhua.kickcard.210,E10B99C4F50FC9A8E040007F01001EAD|1009273|E7920942DCC60841E040640A041E5FC6,10张踢人卡,货币,10,￥,12,0,money,property_shop,1,android_zhr_ysz,*,
Golds,casual.card.zhajinhua.golds.401,DBB8432C9924334AE040007F0100533A|949149|E5B529BB3DC08B53E040640A041E183D,20000金币,货币,2,￥,20000,0,money,shop,-1,android_tian,*,
Golds,casual.card.zhajinhua.golds.402,DBB8432C9924334AE040007F0100533A|949149|E5B529BB3DC18B53E040640A041E183D,100000金币,货币,10,￥,100000,5000,money,shop,-1,android_tian,*,
Diamonds,casual.card.zhajinhua.diamonds.404,DBB8432C9924334AE040007F0100533A|949149|E5B529BB3DBE8B53E040640A041E183D,4颗钻石,货币,2,￥,4,0,money,change_card|property_shop,1,android_tian,*,
Diamonds,casual.card.zhajinhua.diamonds.420,DBB8432C9924334AE040007F0100533A|949149|E5B529BB3DBF8B53E040640A041E183D,20颗钻石,货币,10,￥,20,0,money,change_card|property_shop,1,android_tian,*,
Horn,casual.card.zhajinhua.horn.450,DBB8432C9924334AE040007F0100533A|949149|E5B529BB3DC28B53E040640A041E183D,小喇叭x50,货币,10,￥,50,0,money,property_shop,1,android_tian,*,
Golds,casual.card.zhajinhua.golds.501,E10B99C4F50FC9A8E040007F01001EAD|971935|E7920942DCC50841E040640A041E5FC6,20000金币,货币,2,￥,20000,0,money,shop,-1,android_tiantian,*,
Golds,casual.card.zhajinhua.golds.502,E10B99C4F50FC9A8E040007F01001EAD|971935|E7920942DCC60841E040640A041E5FC6,100000金币,货币,10,￥,100000,5000,money,shop,-1,android_tiantian,*,
Diamonds,casual.card.zhajinhua.diamonds.504,E10B99C4F50FC9A8E040007F01001EAD|971935|E7920942DCC50841E040640A041E5FC6,4颗钻石,货币,2,￥,4,0,money,change_card|property_shop,1,android_tiantian,*,
Diamonds,casual.card.zhajinhua.diamonds.520,E10B99C4F50FC9A8E040007F01001EAD|971935|E7920942DCC60841E040640A041E5FC6,20颗钻石,货币,10,￥,20,0,money,change_card|property_shop,1,android_tiantian,*,
Horn,casual.card.zhajinhua.horn.550,E10B99C4F50FC9A8E040007F01001EAD|971935|E7920942DCC60841E040640A041E5FC6,小喇叭x50,货币,10,￥,50,0,money,property_shop,1,android_tiantian,*,
MatchNote,casual.card.zhajinhua.notes.502,E10B99C4F50FC9A8E040007F01001EAD|971935|E7920942DCC50841E040640A041E5FC6,20张参赛券,货币,2,￥,20,0,money,property_shop,1,android_tiantian,*,
MatchNote,casual.card.zhajinhua.notes.510,E10B99C4F50FC9A8E040007F01001EAD|971935|E7920942DCC60841E040640A041E5FC6,120张参赛券,货币,10,￥,120,0,money,property_shop,1,android_tiantian,*,
