#CatId,GameItemId,ItemId,ItemName,ItemType,PriceValue,PriceUnit,Quantity,GiftQuantity,PayCurrency,PaymentPoint,AcceptQuantity,SupportOS,SupportChannel,
MatchNote,casual.card.zhajinhua.notes.10,300007806152|5DFD5E4BEC22F788|30000780615209,120张参赛券,货币,10,￥,120,0,money,property_shop,1,ios_huangguan,*,
Golds,casual.card.zhajinhua.golds.201,300007874679|B0FA5FC42C30A587|30000787467901,20000金币,货币,2,￥,20000,0,money,shop,-1,android_zhr_ysz,*,
Golds,casual.card.zhajinhua.golds.202,300007874679|B0FA5FC42C30A587|30000787467902,100000金币,货币,10,￥,100000,5000,money,shop,-1,android_zhr_ysz,*,
Golds,casual.card.zhajinhua.golds.203,300007874679|B0FA5FC42C30A587|30000787467903,300000金币,货币,30,￥,300000,50000,money,shop,-1,android_zhr_ysz,*,
Diamonds,casual.card.zhajinhua.diamonds.204,300007874679|B0FA5FC42C30A587|30000787467904,4颗钻石,货币,2,￥,4,0,money,change_card|property_shop,1,android_zhr_ysz,*,
Diamonds,casual.card.zhajinhua.diamonds.220,300007874679|B0FA5FC42C30A587|30000787467905,20颗钻石,货币,10,￥,20,0,money,change_card|property_shop,1,android_zhr_ysz,*,
Diamonds,casual.card.zhajinhua.diamonds.260,300007874679|B0FA5FC42C30A587|30000787467906,60颗钻石,货币,30,￥,60,0,money,change_card|property_shop,1,android_zhr_ysz,*,
Horn,casual.card.zhajinhua.horn.250,300007874679|B0FA5FC42C30A587|30000787467907,小喇叭x50,货币,10,￥,50,0,money,property_shop,1,android_zhr_ysz,*,
MatchNote,casual.card.zhajinhua.notes.202,300007874679|B0FA5FC42C30A587|30000787467908,20张参赛券,货币,2,￥,20,0,money,property_shop,1,android_zhr_ysz,*,
MatchNote,casual.card.zhajinhua.notes.210,300007874679|B0FA5FC42C30A587|30000787467909,120张参赛券,货币,10,￥,120,0,money,property_shop,1,android_zhr_ysz,*,
LittlePay,casual.card.zhajinhua.gifts.210,300007874679|B0FA5FC42C30A587|30000787467910,超值礼包,货币,0.1,￥,30000,0,money,super_shop,1,android_zhr_ysz,*,3:10
KickCard,casual.card.zhajinhua.kickcard.202,300007874679|B0FA5FC42C30A587|30000787467911,2张踢人卡,货币,2,￥,2,0,money,property_shop,1,android_zhr_ysz,*,
KickCard,casual.card.zhajinhua.kickcard.210,300007874679|B0FA5FC42C30A587|30000787467912,10张踢人卡,货币,10,￥,12,0,money,property_shop,1,android_zhr_ysz,*,
Golds,casual.card.zhajinhua.golds.11,300002818779|4A96DE39AE903FBC|30000281877901,20000金币,货币,2,￥,20000,0,money,shop,-1,android|android_hg,*,
Golds,casual.card.zhajinhua.golds.01,300002818779|4A96DE39AE903FBC|30000281877902,100000金币,货币,10,￥,100000,5000,money,shop,-1,android|android_hg,*,
Golds,casual.card.zhajinhua.golds.03,300002818779|4A96DE39AE903FBC|30000281877903,300000金币,货币,30,￥,300000,50000,money,shop,-1,android|android_hg,*,
Diamonds,casual.card.zhajinhua.diamonds.4,300002818779|4A96DE39AE903FBC|30000281877904,4颗钻石,货币,2,￥,4,0,money,change_card|property_shop,1,android|android_hg,*,
Diamonds,casual.card.zhajinhua.diamonds.20,300002818779|4A96DE39AE903FBC|30000281877905,20颗钻石,货币,10,￥,20,0,money,change_card|property_shop,1,android|android_hg,*,
Diamonds,casual.card.zhajinhua.diamonds.60,300002818779|4A96DE39AE903FBC|30000281877906,60颗钻石,货币,30,￥,60,0,money,change_card|property_shop,1,android|android_hg,*,
Horn,casual.card.zhajinhua.horn.50,300002818779|4A96DE39AE903FBC|30000281877907,小喇叭x50,货币,10,￥,50,0,money,property_shop,1,android|android_hg,*,
MatchNote,casual.card.zhajinhua.notes.02,300002818779|4A96DE39AE903FBC|30000281877915,20张参赛券,货币,2,￥,20,0,money,property_shop,1,android|android_hg,*,
MatchNote,casual.card.zhajinhua.notes.10,300002818779|4A96DE39AE903FBC|30000281877916,120张参赛券,货币,10,￥,120,0,money,property_shop,1,android|android_hg,*,
LittlePay,casual.card.zhajinhua.gifts.10,300002818779|4A96DE39AE903FBC|30000281877917,超值礼包,货币,0.1,￥,30000,0,money,super_shop,1,android|android_hg,*,3:10
Golds,casual.card.zhajinhua.golds.301,300002900018|3A82E78E7CB8B45D|30000290001801,20000金币,货币,2,￥,20000,0,money,shop,-1,android_meinv|ios_meinv,*,
Golds,casual.card.zhajinhua.golds.302,300002900018|3A82E78E7CB8B45D|30000290001802,100000金币,货币,10,￥,100000,5000,money,shop,-1,android_meinv|ios_meinv,*,
Golds,casual.card.zhajinhua.golds.303,300002900018|3A82E78E7CB8B45D|30000290001803,300000金币,货币,30,￥,300000,50000,money,shop,-1,android_meinv|ios_meinv,*,
Diamonds,casual.card.zhajinhua.diamonds.304,300002900018|3A82E78E7CB8B45D|30000290001804,4颗钻石,货币,2,￥,4,0,money,change_card|property_shop,1,android_meinv|ios_meinv,*,
Diamonds,casual.card.zhajinhua.diamonds.320,300002900018|3A82E78E7CB8B45D|30000290001805,20颗钻石,货币,10,￥,20,0,money,change_card|property_shop,1,android_meinv|ios_meinv,*,
Diamonds,casual.card.zhajinhua.diamonds.360,300002900018|3A82E78E7CB8B45D|30000290001806,60颗钻石,货币,30,￥,60,0,money,change_card|property_shop,1,android_meinv|ios_meinv,*,
Horn,casual.card.zhajinhua.horn.350,300002900018|3A82E78E7CB8B45D|30000290001807,小喇叭x50,货币,10,￥,50,0,money,property_shop,1,android_meinv|ios_meinv,*,
MatchNote,casual.card.zhajinhua.notes.302,300002900018|3A82E78E7CB8B45D|30000290001808,20张参赛券,货币,2,￥,20,0,money,property_shop,1,android_meinv|ios_meinv,*,
MatchNote,casual.card.zhajinhua.notes.310,300002900018|3A82E78E7CB8B45D|30000290001809,120张参赛券,货币,10,￥,120,0,money,property_shop,1,android_meinv|ios_meinv,*,
LittlePay,casual.card.zhajinhua.gifts.310,300002900018|3A82E78E7CB8B45D|30000290001810,超值礼包,货币,0.1,￥,30000,0,money,super_shop,1,android_meinv,*,3:10
Golds,casual.card.zhajinhua.golds.201,300002910110|EB4FFF5DA3959547|30000291011001,20000金币,货币,2,￥,20000,0,money,shop,-1,android_zhenren|ios_zhenren,*,
Golds,casual.card.zhajinhua.golds.202,300002910110|EB4FFF5DA3959547|30000291011002,100000金币,货币,10,￥,100000,5000,money,shop,-1,android_zhenren|ios_zhenren,*,
Golds,casual.card.zhajinhua.golds.203,300002910110|EB4FFF5DA3959547|30000291011003,300000金币,货币,30,￥,300000,50000,money,shop,-1,android_zhenren|ios_zhenren,*,
Diamonds,casual.card.zhajinhua.diamonds.204,300002910110|EB4FFF5DA3959547|30000291011004,4颗钻石,货币,2,￥,4,0,money,change_card|property_shop,1,android_zhenren|ios_zhenren,*,
Diamonds,casual.card.zhajinhua.diamonds.220,300002910110|EB4FFF5DA3959547|30000291011005,20颗钻石,货币,10,￥,20,0,money,change_card|property_shop,1,android_zhenren|ios_zhenren,*,
Diamonds,casual.card.zhajinhua.diamonds.260,300002910110|EB4FFF5DA3959547|30000291011006,60颗钻石,货币,30,￥,60,0,money,change_card|property_shop,1,android_zhenren|ios_zhenren,*,
Horn,casual.card.zhajinhua.horn.250,300002910110|EB4FFF5DA3959547|30000291011007,小喇叭x50,货币,10,￥,50,0,money,property_shop,1,android_zhenren|ios_zhenren,*,
MatchNote,casual.card.zhajinhua.notes.202,300002910110|EB4FFF5DA3959547|30000291011008,20张参赛券,货币,2,￥,20,0,money,property_shop,1,android_zhenren|ios_zhenren,*,
MatchNote,casual.card.zhajinhua.notes.210,300002910110|EB4FFF5DA3959547|30000291011009,120张参赛券,货币,10,￥,120,0,money,property_shop,1,android_zhenren|ios_zhenren,*,
LittlePay,casual.card.zhajinhua.gifts.210,300002910110|EB4FFF5DA3959547|30000291011010,超值礼包,货币,0.1,￥,30000,0,money,super_shop,1,android_zhenren,*,3:10
KickCard,casual.card.zhajinhua.kickcard.202,300002910110|EB4FFF5DA3959547|30000291011011,2张踢人卡,货币,2,￥,2,0,money,property_shop,1,android_zhenren,*,
KickCard,casual.card.zhajinhua.kickcard.210,300002910110|EB4FFF5DA3959547|30000291011012,10张踢人卡,货币,10,￥,12,0,money,property_shop,1,android_zhenren,*,
Golds,casual.card.zhajinhua.golds.501,300003296052|809A7131787D980D|30000329605201,20000金币,货币,2,￥,20000,0,money,shop,-1,android_tiantian|ios_tiantian,*,
Golds,casual.card.zhajinhua.golds.502,300003296052|809A7131787D980D|30000329605202,100000金币,货币,10,￥,100000,5000,money,shop,-1,android_tiantian|ios_tiantian,*,
Golds,casual.card.zhajinhua.golds.503,300003296052|809A7131787D980D|30000329605203,300000金币,货币,30,￥,300000,50000,money,shop,-1,android_tiantian|ios_tiantian,*,
Diamonds,casual.card.zhajinhua.diamonds.504,300003296052|809A7131787D980D|30000329605204,4颗钻石,货币,2,￥,4,0,money,change_card|property_shop,1,android_tiantian|ios_tiantian,*,
Diamonds,casual.card.zhajinhua.diamonds.520,300003296052|809A7131787D980D|30000329605205,20颗钻石,货币,10,￥,20,0,money,change_card|property_shop,1,android_tiantian|ios_tiantian,*,
Diamonds,casual.card.zhajinhua.diamonds.560,300003296052|809A7131787D980D|30000329605206,60颗钻石,货币,30,￥,60,0,money,change_card|property_shop,1,android_tiantian|ios_tiantian,*,
Horn,casual.card.zhajinhua.horn.550,300003296052|809A7131787D980D|30000329605207,小喇叭x50,货币,10,￥,50,0,money,property_shop,1,android_tiantian|ios_tiantian,*,
MatchNote,casual.card.zhajinhua.notes.502,300003296052|809A7131787D980D|30000329605208,20张参赛券,货币,2,￥,20,0,money,property_shop,1,android_tiantian|ios_tiantian,*,
MatchNote,casual.card.zhajinhua.notes.510,300003296052|809A7131787D980D|30000329605209,120张参赛券,货币,10,￥,120,0,money,property_shop,1,android_tiantian|ios_tiantian,*,
LittlePay,casual.card.zhajinhua.gifts.510,300003296052|809A7131787D980D|30000329605210,超值礼包,货币,0.1,￥,30000,0,money,super_shop,1,android_tiantian,*,3:10
Golds,casual.card.zhajinhua.golds.201,300002846565|E4312200947C2ADE|30000284656508,20000金币,货币,2,￥,20000,0,money,shop,-1,android_lite,*,
Golds,casual.card.zhajinhua.golds.202,300002846565|E4312200947C2ADE|30000284656509,100000金币,货币,10,￥,100000,5000,money,shop,-1,android_lite,*,
Golds,casual.card.zhajinhua.golds.203,300002846565|E4312200947C2ADE|30000284656510,300000金币,货币,30,￥,300000,50000,money,shop,-1,android_lite,*,
Diamonds,casual.card.zhajinhua.diamonds.204,300002846565|E4312200947C2ADE|30000284656511,4颗钻石,货币,2,￥,4,0,money,change_card|property_shop,1,android_lite,*,
Diamonds,casual.card.zhajinhua.diamonds.220,300002846565|E4312200947C2ADE|30000284656512,20颗钻石,货币,10,￥,20,0,money,change_card|property_shop,1,android_lite,*,
Diamonds,casual.card.zhajinhua.diamonds.260,300002846565|E4312200947C2ADE|30000284656513,60颗钻石,货币,30,￥,60,0,money,change_card|property_shop,1,android_lite,*,
Horn,casual.card.zhajinhua.horn.250,300002846565|E4312200947C2ADE|30000284656514,小喇叭x50,货币,10,￥,50,0,money,property_shop,1,android_lite,*,
MatchNote,casual.card.zhajinhua.notes.202,300002846565|E4312200947C2ADE|30000284656515,20张参赛券,货币,2,￥,20,0,money,property_shop,1,android_lite,*,
MatchNote,casual.card.zhajinhua.notes.210,300002846565|E4312200947C2ADE|30000284656516,120张参赛券,货币,10,￥,120,0,money,property_shop,1,android_lite,*,
